Course Name_y,Course Name_x,Overview,Course Code
Graduate Certificate in Mental Health,None,"The Graduate Certificate in Mental Health is an interdisciplinary course designed to support learners who wish to expand their knowledge and understanding in mental healthcare. Students develop skills and strategies in supporting people who are impacted by mental health issues, including consumers, their families, carers, and communities. The course provides the opportunity to share and reflect upon personal perspectives and experiences and critically examine their application to principles, frameworks and evidence that underlie contemporary mental health care. The course encourages students to apply their learning to their own professional practice contexts while working through authentic and engaging content and assessments that challenge them to develop their own evidence informed practice.

Education should be transformational, it is more than obtaining a qualification to meet a career goal, it is about putting the student, at the centre of their learning experience and inspire them through their life long journey of learning and enquiry. The courses employ a co-design approach which bring together content and learning design experts to create high engaging and high-quality learning experiences. Developed in consultation with industry stakeholders, national and international experts in the field, the Graduate Certificate in Mental Health is contemporary and responsive, ensuring that graduates are well prepared to meet the current and future needs of the healthcare system.

",None
Graduate Certificate in Finance,None,"The Graduate Certificate in Finance provides an introduction to finance theory and practice. It is of particular interest to those working in the various fields of finance and banking whose backgrounds are in fields other than business, finance, commerce or accounting.

The course provides students with the opportunity to acquire knowledge of finance theory and techniques for leading-edge professional practice purposes.

",None
Graduate Certificate in Transdisciplinary Learning,None,"How do we educate people for a rapidly changing, uncertain and complex world? What kind of education futures do we want to make?

The Graduate Certificate in Transdisciplinary Learning is for educators, learning professionals and education leaders who want to think differently about the education and professional learning challenges we face, whether in the education sector (schools, TAFE, universities), industry, public sector or community. By reimagining education as transdisciplinary, the course explores the generative potential of collectives and collaboration across disciplinary boundaries. Participants study transdisciplinary learning as it occurs in real-time, reframe problems and trial problem solving approaches, develop educational prototypes and design inquiry, all in the process of testing the worth of transdisciplinary practices, methods and strategies in operation. With its focus on collective learning, the course engages participants in designing learning opportunities that prepare young people and professionals for dealing creatively, critically and ethically with ambiguous challenges.

Designed with busy professionals in mind, the course provides a range of flexible learning pathways to suit individual needs. Self-paced, fully online small credit-point subjects (also offered as microcredentials) provide participants with mentoring opportunities to probe transdisciplinary learning approaches in the context of their own practice and collegial communities. In the studio subjects, participants contribute to immersive, online collaborative sessions. They work on small-scale challenge projects and generate novel, actionable educational proposals or experiments that can enable individuals, teams, communities and industries to flourish into the future. The lab subject connects participants with live research projects centred on educational or professional learning initiatives and collective action.

Through integrating practices, creative methods and inquiry approaches from diverse sectors, professional fields and disciplines, the Graduate Certificate in Transdisciplinary Learning engages participants broadly in transdisciplinary professional learning experiences. In offering flexible learning pathways, participants can pursue interests and challenges within their professional context and tackle those priorities, all while interacting with and contributing to a vibrant learning collective of researchers, industry partners, communities and cross-sector practitioners.

",None
Graduate Certificate in Education (Learning and Leadership),None,"Increasingly professionals from many fields are being asked to support others’ learning or to lead change at work. The Graduate Certificate in Education (Learning and Leadership), offered fully online, is designed for professionals who are looking to lead and support learning innovation in their practice or organisation, whether in corporate, health, public sector, school, higher education or community settings. The course introduces students to cutting-edge approaches and research about learning, designing innovative learning, leading learning, and learning in the digital age.

The Graduate Certificate of Education (Learning and Leadership) allows students to customise their learning and assessments to meet specific professional aspirations and upskilling needs, and immediately apply learnings for career advancement. With a focus on digital innovation, leading learning, and designing learning, the course aims to expand students’ capabilities or act as a pathway to the Master of Education (Learning and Leadership).

Students engage and learn with globally connected teaching staff who are actively involved in cutting-edge research using award winning approaches to teaching and learning.

This course is designed with busy full-time working professionals in mind. Being offered fully online and part-time, students feel accomplished and supported at the same time.

",None
Graduate Certificate in Professional and Organisational Learning,None,"Workplace learning, professional development, and training are crucial to enabling organisations and professionals to innovate and respond to emerging demands. The challenge of many workplaces and organisations today is to meet the professional and workplace needs of their staff in complex and changing environments. Learning professionals in diverse organisations – from schools, the public sector, corporate and government organisations, health care and higher education, can play an important role in effecting positive change

The Graduate Certificate in Professional and Organisational Learning, offered fully online, is designed for education and training professionals who want to develop their abilities to lead and support professional and workplace learning in a range of settings. Students learn to develop customised changes to the challenges of professional and workplace learning and practice, lead innovative practices, evaluate learning and develop strategic workplace learning initiatives.

The Graduate Certificate in Professional and Organisational Learning allows students to customise their learning and assessments to meet specific professional aspirations and upskilling needs, and immediately apply learnings for career advancement. With a focus on developing and leading learning systems and practices, the course aims to expand students’ capabilities or act as a pathway to the Master of Education (Learning and Leadership)

Students engage and learn with globally connected teaching staff who are actively involved in cutting-edge research using award winning approaches to teaching and learning.

This course is designed with busy full-time working professionals in mind. Being offered fully online and part-time, students feel accomplished and supported at the same time.

",None
Graduate Certificate in Executive Management,None,"The Graduate Certificate in Executive Management provides essential skills and knowledge used in the general management of a business unit or enterprise.

The Certificate has been designed for busy professionals who seek to upskill in essential business and management domains while having the flexibility of a fully online delivery. All course content can be applied in professional work contexts so that students can learn and directly benefit.

",None
Graduate Certificate in Artificial Intelligence Management,None,"Artificial Intelligence Management is for technical professionals working with artificial intelligence to inform enterprise decision making. Students develop abilities in analysing, planning and strategising around data and AI.

Building an understanding of the legal regulation of data use and privacy, students examine data policy development, explore deficiencies and current state of data governance. In particular, students develop their skills applying techniques such as data analytics, data visualisation and machine learning and get the opportunity to develop their leadership in AI solutions.

The Graduate Certificate in Artificial Intelligence Management is designed for future-focused professionals who aspire to become growth-oriented technology leaders and want to develop enterprise leadership and organisational acumen to enable a sustainable, technology-driven future.

Delivered fully online, with part-time study, this course enables students to work full time while attaining the technology management skills to take control of their career. Customising learning to meet career goals, students can immediately apply what they learn to make a greater impact in their current role and prepare for a technology-driven future.

The Graduate Certificate in Artificial Intelligence Management allows students to customise their learning to meet their professional aspirations and upskilling needs. Students engage and learn with globally connected teaching staff involved in cutting-edge research from Australia’s #1 ranked university for Computer Science and Engineering.

Students have access to YourCall, which is a capability and learning log unique to the Faculty of Engineering and IT. YourCall helps students plan, record, and share their learning throughout the course.

Unique to UTS Online, this course is designed with busy full-time working professionals in mind. Studying this fully online course helps students to feel accomplished and supported at the same time.

",None
Graduate Certificate in Cybersecurity Management,None,"Cybersecurity Management is for technical professionals working with cybersecurity issues and challenges across an enterprise. Students develop abilities in analysing, planning, and strategising around cybersecurity incidents and solutions.

Building an understanding of the legal regulation of cybersecurity and cybercrime, students examine cybersecurity policy development, explore deficiencies and the current state of cybersecurity governance. In particular, students develop their skills applying techniques such as data analytics for cybersecurity planning and get the opportunity to develop their leadership in managing cybersecurity.

The Graduate Certificate in Cybersecurity Management is designed for future-focused professionals who aspire to become growth-oriented technology leaders and want to develop enterprise leadership and organisational acumen to enable a sustainable, technology-driven future.

Delivered fully online, with part-time study, this course enables students to work full time while attaining the technology management skills to take control of their career. Customising learning to meet career goals, students can immediately apply what they learn to make a greater impact in their current role and prepare for a technology-driven future.

The Graduate Certificate in Cybersecurity Management allows students to customise their learning to meet their professional aspirations and upskilling needs. Students engage and learn with globally connected teaching staff involved in cutting-edge research from Australia’s #1 ranked university for Computer Science and Engineering.

Students have access to YourCall, which is a capability and learning log unique to the Faculty of Engineering and IT. YourCall helps students plan, record, and share their learning throughout the course.

Unique to UTS Online, this course is designed with busy full-time working professionals in mind. Studying this fully online course helps students to feel accomplished and supported at the same time.

",None
Graduate Certificate in Technology Management,None,"The Graduate Certificate in Technology Management provides foundational knowledge and know-how across the major areas of technology leading business innovation, transformation, and competitiveness.

Students are introduced to the terminology, key skills, and trends in information technology, and strategies for leading and governing IT solutions in enterprises and organisations. The learning in the Certificate provides the insights, tools, and conceptual learning that students need to progress as a professional working across technical teams and implementing business solutions.

The Certificate provides a foundation for progressing their technology and digital transformation leadership in the Technology Management Masters program.

The Graduate Certificate in Technology Management is designed for future-focused professionals who aspire to become growth-oriented technology leaders and want to develop enterprise leadership and organisational acumen to enable a sustainable, technology-driven future.

Delivered fully online, with part-time study, this course enables students to work full time while attaining the technology management skills to take control of students career. Customising learning to meet career goals, students can immediately apply what they learn to make a greater impact in their current role and prepare for a technology-driven future.

The Graduate Certificate in Technology Management allows students to customise their learning to meet their professional aspirations and upskilling needs. Students engage and learn with globally connected teaching staff involved in cutting-edge research from Australia’s #1 ranked university for Computer Science and Engineering.

Students have access to YourCall, which is a capability and learning log unique to the Faculty of Engineering and IT. YourCall helps students plan, record, and share their learning throughout the course.

Unique to UTS Online, this course is designed with busy full-time working professionals in mind. Studying this fully online course helps students to feel accomplished and supported at the same time.

",None
Graduate Certificate in Medical Laboratory Science,None,"The Graduate Certificate in Medical Laboratory Science encompasses a broad range of biomedical science disciplines and is designed to open new career prospects for science graduates in medical diagnostic laboratories and to enhance the knowledge and skills of established medical laboratory scientists. Core subjects have been co-developed with industry experts and include the areas of Medical Microbiology, Diagnostic Pathology and Biomolecular Science to meet the specific areas of expertise required of this field.

This program is co-developed and co-directed with industry and is offered as an immersive online learning experience. The flexible online learning environment permits remote, rural, and regional access for job seekers and existing workforce, or those seeking to transition career into medical testing laboratories. As an industry co-developed course, students are able to extend their skills through authentic work-integrated learning experiences to build skills that enhance their employability and career pathways.

",None
Graduate Certificate in Urban Planning and Design,None,"The Graduate Certificate in Urban Planning and Design is a foundation course that provides a pathway to study the Master of Urban Planning or the Master of Urban Design. This degree is designed for students who have professional experience in planning but do not have an appropriate undergraduate qualification, or have a bachelor's degree in an unrelated field.

The degree enables professionals to change careers due to the multidisciplinary nature of the learning.

",None
Graduate Certificate in Restructuring and Turnaround,None,"This is a specialist postgraduate qualification in restructuring and turnaround. The course provides a way for insolvency practitioners, turnaround professionals and practitioners advising on restructuring and turnaround to increase their knowledge and skills by undertaking elective subjects across areas of corporate and commercial practice.

This course gives business restructuring and turnaround professionals an opportunity to broaden and deepen their knowledge and skills in areas of law and commercial practice that are relevant in common business restructuring and turnaround situations.

",None
Graduate Certificate in Marketing and Digital Strategy,None,"The UTS Online Graduate Certificate in Marketing and Digital Strategy provides the expertise to succeed as a marketing professional in today’s fast-paced environment. This course equips students with core marketing capabilities for today’s hyperconnected world and provides the skills necessary to excel under increasingly challenging marketing conditions. The course focuses on real-world application of knowledge, drawing on best practices from industry and academia, which builds the key competencies for a range of marketing-related roles.

The UTS Online Graduate Certificate in Marketing and Digital Strategy provides an alternative pathway into the Master of Digital Marketing for applicants without a marketing undergraduate degree. The program provides an opportunity for students to enter or progress further into Marketing and Digital Marketing with entry-level marketing experience or some business experience.

Unique to UTS Online, this course is designed with busy full-time working professionals in mind; studying this fully online course helps students to feel accomplished and supported at the same time.

",None
Graduate Certificate in Architecture,None,"The Graduate Certificate in Architecture is a focused exit degree designed for students who begin the Master of Architecture degree, then decide that they do not wish to become licensed architects but still would like qualifications that allow them to work in the field. The Graduate Certificate delivers some of the material that is required to become a practising architect.

Students engage in complex, real-world design problems that demand they analyse critically, reflect on, synthesise and propose solutions to difficult issues; research and application of established core knowledge in architectural history and theory is tested in the design studio problems as well as in elective subjects; students demonstrate their ability to interpret and transmit knowledge in presentations to expert professionals. These presentations include oral, written, drawn, and built work and simulate the way that graduates present their work when they are in the field. Throughout the design process, students must demonstrate that they can respond to criticism and exercise their judgment, work autonomously, exercise expert judgment about appropriate design solutions, and offer solutions that are ethical and professional. The Graduate Certificate is embedded in C04235 Master of Architecture, and there is no hierarchy in the AQF level of subjects common to the two courses.

",None
Graduate Certificate in Nursing Education,None,"The Graduate Certificate in Nursing Education is an innovative, contemporary and accelerated program of fully online study designed for nurses who want to move beyond discipline specific ways of teaching and learning and experience education as transdisciplinary. Students have the opportunity to develop their teaching and learning knowledge and skills and the capacity to influence patient and education outcomes in their workplace.

Students learn with experienced clinicians, educators, academics and researchers from nursing and education disciplines. Upon successful completion of the Graduate Certificate in Nursing Education, students have the opportunity to progress to the Master of Advanced Nursing or the Master of Education (Learning and Leadership).

The Graduate Certificate in in Nursing Education offers students a highly customised program of study that encourages them to focus on issues that align with their learning priorities, interests, and the real-world challenges they face in their own work contexts. Consequently, they have the opportunity to build a robust toolkit of evidence-based knowledge and skills to enhance and innovate their teaching and learning practices. In doing so, students also develop the skills to lead and manage educational change and design and implement effective approaches to build evidence-based teaching and learning capacity in their workplace.

",None
Graduate Certificate in Psychology,None,"Students enrolled in the Graduate Diploma in Psychology (C06148) can apply to transfer into this exit-only course after completing 24 credit points of specified study and gain a graduate certificate qualification.

",None
Graduate Certificate in Business Administration,None,"The UTS Online Graduate Certificate in Business Administration provides foundation skills used in the general management of a business enterprise for non-graduates who have extensive business experience.

The UTS Online Graduate Certificate in Business Administration aims to enable early career professionals to either prepare for more senior roles within their current field, switch to new business management fields, or start and grow their own business.

",None
Graduate Certificate in Employment Law and Practice,None,"The Graduate Certificate in Employment Law and Practice is a specialist course for law and non-law professionals that seeks to develop subject expertise and practical skills in the field of labour law. The course is intended to educate professionals in the general area of employment law as well as specialist themes, including workplace culture and work health and safety.

As a professional working in, or alongside, the area of employment law and/or practice (including HR managers and those working in industrial relations and employee relations), this course expands and deepens student knowledge of relevant law, policy and contemporary issues as well as their professional skills, particularly in relation to analysis, communication and collaboration. If students are aiming to extend their knowledge and skills, or move into the area of employment law as a specialist, in either employment law or management, this course provides a suite of subjects with a focus on real-world experiences and practices. Students learn from expert academics and practising specialists in a professional environment that blends intensive collaborative study and online discussion and reflection.

This course is offered through a combination of online and face to face delivery, and it is intended to educate professionals in the general area of employment law as well as specialist themes, including workplace culture and work health and safety. Professionals are likely to be those who wish to expand or deepen their knowledge and skills in the area, as specialists in either employment law or management.

Students have the opportunity to network with educators, practitioners and colleagues in subjects that are timetabled to suit their professional life. The course offers flexibility for students to study part-time or full-time in a dynamic and supportive environment.

",None
Graduate Certificate in Business Consulting and Technology Implementation,None,"At the heart of the Fourth Industrial Revolution are human-centric skills, technical know-how and business acumen that can transform problems into opportunities for improved performance and positive social change.

The Graduate Certificate in Business Consulting and Technology Implementation, designed with industry partners including Microsoft, is an online course that prepares you to work in the high-demand professional field of Functional Consulting. The course aims to provide students with a research-informed toolkit of skills, knowledge and methodologies to facilitate the co-design and implementation of valued-added processes and technological solutions.

The Graduate Certificate in Business Consulting and Technology Implementation incorporates a unique breadth of studies and interdisciplinary perspectives with subjects drawn from the Faculty of Arts and Social Sciences and UTS Business School. Core subjects focus on equipping students with skills and knowledge in stakeholder engagement, storytelling, problem solving, business processes, specific Microsoft applications and their implementation, while electives allow students to specialise in two areas from business analytics, accounting, supply chain, and sales and marketing.

The Graduate Certificate in Business Consulting and Technology Implementation culminates in an experiential and applied learning studio where students work on real client challenges with industry feedback. Students are connected to leading global consultancy firms with opportunities to showcase their learning.

",None
Graduate Certificate in Property Development,None,"The Graduate Certificate in Property Development offers an entry pathway to the Master of Property Development (C04445) for students who have professional experience in property but do not have an appropriate undergraduate qualification, or who have a bachelor's degree in an unrelated field.

The course gives property development students an introduction to the development and planning process, property law and finance, and development feasibility analysis.

",None
Graduate Certificate in Acute Care Nursing,None,"The Graduate Certificate in Acute Care Nursing is a contemporary, accelerated and fully online program of study designed for Registered Nurses wanting to expand and future proof their specialist knowledge and professional capabilities in acute care nursing. The Graduate Certificate in Acute Care Nursing consists of four subjects: 96320 Specialty Clinical Practice, 96314 Evidence for Informing Practice, 96324 Nursing - Sensitive Indicators in Acute Care and 96315 Recognising and Responding to Acute Deterioration.

This course is aimed at students who wish to further develop their knowledge, skills and career in acute care nursing. Practitioners attracted to this course hold an approved Registration as a Nurse and work in a variety of acute care settings. These settings include hospital clinical areas such as high dependency units (step down from intensive care units), or acute care units/wards e.g. (medical surgical wards, cardiology, neurology stroke units, transplant units and other acute care nursing specialty areas). Students completing the course gain knowledge and industry experience during the course and can also articulate into the Masters of Advanced Nursing.

",None
Graduate Certificate in Child and Family Health,None,"This program of study is designed to build on the knowledge and skills of registered nurses and midwives to develop capacity to work in a primary health care setting with young children and their families. The comprehensive study program focuses on infant care and child health, and the promotion of maternal and family health and wellbeing. The accompanying clinical experience program provides placements in community child and family health services as well as Tresillian Family Care Centres.

The Graduate Certificate in Child and Family Health prepares registered nurses and midwives for beginning practice in the clinical specialty of child and family health. This course is fully online with options to enrol several times a year. There is also a clinical component where students spend time in community-based Maternal and Child/ Child and Family Health centres and Tresillian Family Care Centres.

",None
Graduate Certificate in Operations and Supply Chain Management,None,"The UTS Online Graduate Certificate in Operations and Supply Chain Management is a specialist postgraduate qualification that develops holistic knowledge of operations and supply chain management concepts with technical and commercial capabilities that will prepare you to lead effective operations.

The Graduate Certificate subjects are designed to ensure 'relevance to workplace', instantly adding value to careers and organisations with the capability to stay relevant and successful paving the pathway to a career in supply chain management, procurement and logistics.

",None
Graduate Certificate in Service Design and Data Analytics in Supply Chain,None,"The UTS Online Graduate Certificate in Service Design and Data Analytics in Supply Chain is a specialist postgraduate qualification that develops fundamental knowledge of service design and supply chain analytics concepts and gain technical and commercial capabilities to lead professional practice.

The Graduate Certificate subjects are designed to ensure 'relevance to workplace', instantly adding value to careers and organisations by utilising data analytical skills and tools to enable accurate decision making for supply chain planning and service design.

",None
"Graduate Certificate in Sustainable Sourcing, Procurement and Logistics",None,"The UTS Online Graduate Certificate in Sustainable Sourcing, Procurement and Logistics is a specialist postgraduate qualification that develops the fundamentals of strategic sourcing, operational procurement and logistic processes and strategies as they build a resilient, sustainable and inclusive supply chain.

The Graduate Certificate subjects are designed to ensure 'relevance to workplace', instantly adding value to careers and organisations by utilising analytical skills in sourcing, procurement and logistics and adopting strategic approaches to influence economic, environmental and social impacts.

",None
Graduate Certificate in Women's and Children's Health,None,"This course is aimed at students who wish to further develop their career in a health field that intersects with women’s and children's health. Students begin their journey at the graduate certificate level in either child and family health or women’s and children's health and may advance to graduate diploma or master's level.

As a fully online course, students can plan and tailor their study schedule to suit their needs. Support from educators, industry specialists and researchers throughout the course offers expert knowledge and experience to enhance student learning.

This course uses teaching, innovative learning and assessment approaches such as inquiry-based and workplace learning, drawing from real-world environments and experiences. These elements bring together skills and knowledge that build capacity in the students in an area of their choosing. Electives provide students with the opportunity to expand their learning in addition to their chosen stream selection, broadening their potential career trajectory beyond traditional paths into areas including policy development, research, leadership and women's health.

",None
Graduate Certificate in Public Engagement in Medical Science,None,"The UTS Graduate Certificate in Public Engagement in Medical Science is an advanced program designed to enhance community-centric scientific approaches. It prepares graduates to successfully translate medical science outcomes into the public sphere by building advanced scientific experience and complementing it with rich community consultation skills.

Students undertake subjects that expand their existing knowledge and experience, covering topics including communicating science, public engagement, social perspectives, and policy development. Graduates become valued people-focused scientific experts, communicators, and advocates for organisations and communities who drive better connections between scientific innovations, public and private organisations, and the general community.

",None
Graduate Certificate in Medical Science Innovation,None,"Technologies and practices in Medical Science are innovating at a rapid rate. The UTS Graduate Certificate in Medical Science Innovation is an advanced program designed for individuals seeking career progression or those looking to equip themselves with contemporary knowledge about advancements in the sector.

The program delivers up-to-date content about the latest innovations in precision medicine, medical technologies, big data and health systems. Students develop forward-looking and specialised knowledge to become valued, solutions-focused experts for organisations and communities.

",None
Graduate Certificate in Science Leadership,None,"The UTS Graduate Certificate in Science Leadership is for existing or future leaders in the Medical Science sector. The program extends students’ strategic thinking and professional capabilities within a curriculum that is complemented with advanced scientific experience.

Content focuses on leadership, delivering customer value, policy development and professional skills, enabling students to expand upon their existing knowledge and experience and become valued, agile leaders for organisations and communities, as well as socially committed global change-makers.

",None
Graduate Certificate in Sustainable Energy Technologies,None,"Clean and renewable energy technologies are catalysts for the current energy transformation towards a more sustainable future. The Graduate Certificate in Sustainable Energy Technologies is an advanced program for individuals who want to be equipped with the knowledge of the latest advances in clean energy, sustainability and how policies can shape the future of the sector.

The program focuses on providing students with the latest innovations across the energy fields with a focus on technology, sources, and systems. Students develop forward-looking and specialised knowledge to become valued experts for organisations and industries leading the transition to sustainable energy.

",None
Graduate Certificate in Sustainable Practice,None,"Sustainable practice is a priority across all facets of operations for industry, government, and non-profit organisations alike. The program builds skills and advanced knowledge of sustainability practice including policy, climate science, sustainable practices, and energy sources.

Students develop forward-looking and specialised knowledge to become valued, solutions-focused experts for organisations and communities focussed on increasing their sustainability.

",None
Graduate Certificate in Sustainable Leadership,None,"The Graduate Certificate in Sustainable Leadership is for existing or future leaders who want to ensure sustainability is at the forefront of their profession. The program is designed for individuals seeking career progression or those looking to equip themselves with contemporary knowledge about advancements and how to report and present sustainability initiatives and outcomes. Topics include science data, policies, climate change and sustainability practice to develop an all-encompassing skill set for leaders, or emerging leaders, who have sustainability as one of their priorities.

This program is for individuals who want to address the challenges of sustainability from multiple perspectives including techno-economic, social license and community impact. Fully online delivery in accelerated mode provides flexibility to current professionals wanting to further develop their career while still maintaining their employment responsibilities and wishing to apply their learning in their current positions.

",None
"Graduate Certificate in Writing, Editing and Publishing",None,"The Graduate Certificate in Writing, Editing and Publishing is designed for those who wish to work in writing, editing, and publishing or for experienced creators who wish to develop and enhance their existing knowledge and abilities. The emphasis in this course is on creating graduates with the core skills, cultural intelligence and industry knowledge that allows them to continue to adapt their learning and to identify opportunities for leadership within a rapidly transforming industry. The program at UTS has been connecting students with industry for more than forty years with many graduates going on to achieve outstanding success.

Students are taught by leading practitioners who are currently working in industry and who can offer guidance on how to work flexibly in a wide range of industry contexts.

Students develop a unique and adaptable understanding of writing, editing, publishing and creativity. They learn and simulate professional editing and publishing skills in tandem with authentic, practice-based skills such as narrative and fact-based writing as they build the analytical and collaborative capabilities that equip them to adapt to change.

",None
Diploma in Information Technology Professional Practice,None,"The Diploma in Information Technology Professional Practice is not a separate course in its own right but is taken in conjunction with one of UTS: Information Technology's undergraduate courses.

Students must obtain suitable employment and work for a minimum of nine months full time, and undertake the academic subjects related to their industrial training. International students can work full time for the duration of the diploma.

The diploma is extremely beneficial for students relating their final year of coursework to the practical needs of the IT industry. This experience is invaluable when applying for graduate career positions.

",None
Diploma in Languages,None,"The Diploma in Languages is designed to be taken concurrently with an undergraduate or postgraduate coursework degree program at UTS or another Australian university or as further learning. It facilitates university students learning about language and culture and contemporary societies and broadens the opportunities associated with their professional degree or other studies.

This course allows students to gain exposure to international perspectives and consolidate their linguistic capabilities in a language other than English. Language options include: Chinese, French, German, Italian, Japanese and Spanish. Language and culture subjects taken throughout the diploma draw on the UTS Model of Learning, which combines international and intercultural engagement with research-inspired learning.

",None
Diploma in Innovation,None,"The Diploma in Innovation (C20060) at TD School is exclusive to UTS. The Diploma of teaches innovation, supports personal transformation and provides the hard skills needed to support the inventors and inventions of the future. Students come out of the Diploma in Innovation, with the hard skills to create and support sectoral and societal transformation. Graduates are able to fluently integrate ideas, across professional disciplines and are inventors of the future.

All UTS undergraduate students (with the exception of students concurrently enrolled in the Bachelor of Creative Intelligence and Innovation) can apply for the Diploma in Innovation upon admission in their chosen undergraduate degree. It is a complete degree program that runs in parallel to any undergraduate degree. The course is offered on a three-year, part-time basis, with subjects running in 3-week long intensive blocks in July, December and February sessions. Apply today at https://dipinn.uts.edu.au

",None
Diploma in Fashion and Sustainability,None,"The Diploma of Fashion and Sustainability provides students with a robust foundation in sustainability issues in fashion. It offers an entry into the fashion industry, and it is also a potential pathway into the renowned Bachelor of Design in Fashion and Textiles degree.

The Diploma introduces students to conceptual research and design development in fashion, garment-making, and fashion illustration skills. Students’ fashion studies are framed with design as a force for change in different systems. Students work in world-class fashion workshops with close supervision of expert staff. Upon completion students understand fashion’s significant role in realising sustainable futures.

This is currently the only diploma on fashion and sustainability offered by a public university in Australia. It builds on the global reputation that UTS has in fashion education, and gives students access to high-quality facilities and internationally renowned academic staff. The diploma gives students relevant skills with real-world applications for employment or for further study.

",None
Undergraduate Certificate in Science,None,"The Undergraduate Certificate in Science is a six month program designed to build foundational knowledge and skills in science. Students can acquire new skills that boost their employability or provide an alternative pathway to UTS Science degree programs and training in much needed STEM areas. The course gives students the opportunity to study first year Science subjects that match their area of scientific interest. They can then articulate their certificate into a UTS undergraduate degree in science in either the Life Sciences (e.g. in medical sciences, biotechnology, environmental sciences) or the Physical Sciences (e.g. physics, chemistry, mathematics, forensics). The Undergraduate Certificate in Science constitutes 24 credit points of study in either Autumn or Spring session first year subjects. Students are enrolled alongside full degree students and experience the same blend of online and on campus learning activities, have the same access to University resources such as the library, social clubs, student services and participate in orientation activities. Students engage in a personalised learning experience which stimulates their interest in further study and lifelong learning. Students who graduate from the course receive recognition of prior learning (RPL) in their course of choice should they choose to follow a pathway to continue their studies. If students choose not to pursue further studies, they already have developed important employability skills such as critical and scientific thinking, problem solving, basic communication and practical skills.

",None
Associate Degree of Advanced Manufacturing,None,"The Associate Degree of Advanced Manufacturing prepares students with a technical background or aptitude to excel in highly digitised and automated modern manufacturing industries. Managers and specialists need a blend of skills from across traditional fields to develop innovative and competitive manufacturing solutions. Advanced manufacturing sits at the nexus of automation, statistical learning, and the internet of things applied in production systems. Advanced manufacturing brings real-time data, automation, data analytics and intelligence to operations.

This course covers methods, skills, and tools used in advanced manufacturing and cyber-physical production systems. Students develop a blended skillset of physics, mathematics, data analysis, creativity and critical thinking. Topics in this course include industrial data science, manufacturing, industrial engineering, automation, product life cycle management, additive manufacturing, Internet of Things, collaborative robotics, sensors, and artificial intelligence. Students use modern tools and problem-solving techniques to tackle real-world challenges. Students explore complex system analysis and problem solving through case studies derived from the UTS Centre for Advanced Manufacturing and industry partners. A central component of the program is the teaching of scientific methods for solving complex, socio-technical problems. To this end, students learn to develop socially, environmentally, economically, and technically sound solutions in real-world contexts. Industry relevant and globally translatable skills are used to promote job-readiness and employability in fields ranging from manufacturing, aerospace, and mining to food production, medical, retail and construction.

",None
